ID;Empty Spaces;Negative Space;Interesting Elements;Significant Jumps;Linearity;Lenience;Avg Enemy Comp;Enemy Count;Density
259;0,7294709;0,21309212;0,19055374;0,19318181;0,6178344;0,8342246;0,26578075;0,22222222;0,21311475
260;0,8455588;0,15041336;0,09934853;0,11363637;0,8025478;0,8930481;0,38372093;0,12698413;0,07650273
261;0,9114465;0,109329835;0,047231272;0,10227273;0,66878986;0,88770056;0,4496124;0,0952381;0,08743169
262;0,8988964;0,093528464;0,057003256;0,18181819;0,6751592;0,7914438;0,22182469;0,20634921;0,16393442
263;0,83614624;0,10090243;0,05374593;0,2159091;0,6178344;0,7593583;0,39689925;0,23809524;0,3715847
264;0,7624148;0,2310003;0,18566775;0,18181819;0,65286624;0,8235294;0,27906978;0,20634921;0,1693989
265;0,80790865;0,15989418;0,13029316;0,14772727;0,4267516;0,8181818;0,13289037;0,11111111;0,19672132
266;0,63691443;0,312114;0,2850163;0,20454545;0,53503186;0,8449198;0,21926911;0,22222222;0,2513661
267;0,8063399;0,19834419;0,1514658;0,20454545;0,6815287;0,77005345;0,51472867;0,23809524;0,14754099
268;0,883209;0,08457437;0,047231272;0,19318181;0,36624205;0,82887703;0,27906978;0,15873016;0,19672132
269;0,778038;0,050075766;0,15746541;0,36363637;0,6568197;0,5775401;0,44099915;0,42857143;0,44808742
270;0,92399657;0,081414096;0,034201954;0,10227273;0,611465;0,87700534;0,16744186;0,07936508;0,12021858
271;0,90830904;0,07562026;0,048859935;0,17045455;0,41719747;0,78074867;0,19933555;0,11111111;0,13114753
272;0,37493232;0,47750157;0,4592834;0,17045455;0,6305733;0,86096257;0,43649372;0,20634921;0,22950819
273;0,8706589;0,08404764;0,060260586;0,26136363;0,34713382;0,7379679;0,28527132;0,23809524;0,22404371
274;0,8016337;0,13513872;0,1009772;0,18181819;0,41719747;0,85026735;0,4031008;0,14285715;0,34972677
275;0,89105266;0,11881064;0,07491857;0,125;0,54777074;0,87700534;0,13953489;0,06349207;0,08196721
276;0,66515195;0,2915722;0,27198696;0,20454545;0,52866244;0,80748665;0,3649374;0,20634921;0,2513661
277;0,93654656;0,079307236;0,06351792;0,17045455;0,3184713;0,7914438;0,15503876;0,0952381;0,07650273
278;0,79065233;0,1435661;0,13192183;0,18181819;0,42038214;0,7326203;0,31627908;0,15873016;0,36065573
279;0,6290706;0,22889347;0,18078177;0,13636364;0,7515924;0,86096257;0,19379844;0,1904762;0,6284153
280;0,82859576;0,009336162;0,16008984;0,3068182;0,51680213;0,5187166;0,66976744;0,31746033;0,34972677
281;0,8612464;0,10090243;0,070032574;0,23863636;0,15605098;0,7540107;0,27906978;0,17460318;0,27322406
282;0,93027157;0,051391494;0,060260586;0,19318181;0,3184713;0,7860963;1,0;0,12698413;0,038251366
283;0,8157524;0,17727569;0,12703584;0,17045455;0,7324841;0,8181818;0,2647585;0,20634921;0,1693989
284;0,84712756;0,12671134;0,06677524;0,14772727;0,81528664;0,85026735;0,8062016;0,1904762;0,22950819
285;0,78280866;0,13250516;0,06514658;0,125;0,64968157;0,85561496;0,05167959;0,14285715;0,48087433
286;0,9271341;0,09563532;0,02931596;0,11363637;0,68471336;0,9144385;0,0;0,0952381;0,09836066
287;0,91301525;0,077200405;0,055374596;0,20454545;0,3694268;0,7860963;0,21987315;0,17460318;0,10928962
288;0,9271341;0,07878053;0,05374593;0,13636364;0,6082803;0,79679143;0,37209302;0,11111111;0,09836066
289;0,8110462;0,1899168;0,14983714;0,14772727;0,56687903;0,80748665;0,011627907;0,12698413;0,1693989
290;0,36238238;0,52121866;0,48371336;0,17045455;0,4936306;0,80213904;0,37209302;0,17460318;0,568306
291;0,7717182;0,05431948;0,15615319;0,38636363;0,6321107;0,54545456;0,51323175;0,46031746;0,45901638
292;0,88007134;0,0819408;0,06188925;0,2159091;0,0;0,82887703;0,13953489;0,12698413;0,14754099
293;0,8816402;0,060345598;0,05374593;0,17045455;0,3566879;0,77540106;0,111627914;0,07936508;0,3169399
294;0,78123987;0,10722298;0,05374593;0,13636364;0,5573249;0,86096257;0,5980066;0,11111111;0,5136612
295;0,8722276;0,08720791;0,027687298;0,11363637;0,5859873;0,8716577;0,0;0,0952381;0,29508197
296;0,8722276;0,09510861;0,08306189;0,20454545;0,41719747;0,7379679;0,23678647;0,17460318;0,23497267
297;0,8941902;0,09879559;0,037459284;0,17045455;0,60509557;0,82887703;0,68992245;0,1904762;0,10928962
298;0,82359624;0,12618461;0,08306189;0,1590909;0,4394905;0,8663102;0,22093023;0,12698413;0,29508197
299;0,88634646;0,08299422;0,047231272;0,19318181;0,5191083;0,7860963;0,37209302;0,1904762;0,15300547
300;0,89105266;0,0908949;0,045602605;0,13636364;0,67834395;0,85026735;0,2377261;0,14285715;0,12021858
301;0,6792708;0,2610229;0,21661238;0,2159091;0,42038214;0,77540106;0,23920265;0,22222222;0,3387978
302;0,7679264;0,05262199;0,15746541;0,35227272;0,7117286;0,51336896;0,45822564;0,42857143;0,4918033
303;0,4769014;0,4485324;0,46416935;0,23863636;0,7547771;0,77005345;0,9008568;0,3015873;0,22404371
304;0,7890836;0,075093545;0,024429968;0,17045455;0,4458599;0,80748665;0,40930232;0,15873016;0,61748636
305;0,71064585;0,312114;0,2931596;0,13636364;0,56687903;0,9251337;0,31893688;0,11111111;0,010928961
306;0,5286704;0,44010502;0,42996743;0,2159091;0,5159236;0,7593583;0,29338104;0,20634921;0,24590164
307;0,6133831;0,36320505;0,3338762;0,2840909;0,57961786;0,72192514;0,6290144;0,33333334;0,2021858
308;0,8173211;0,18939005;0,15472312;0,17045455;0,5955414;0,79679143;0,54883724;0,15873016;0,114754096
309;0,96321535;0,07245998;0,027687298;0,14772727;0,5382166;0,8395722;0,18604651;0,11111111;0,027322404
310;0,80947745;0,11775722;0,06188925;0,13636364;0,6273886;0,8342246;0,38242894;0,14285715;0,36612022
311;0,9161527;0,0866812;0,06677524;0,14772727;0,4267516;0,80213904;0,124031015;0,0952381;0,12021858
312;0,6400519;0,33739614;0,33224756;0,2159091;0,455414;0,77540106;0,49373883;0,20634921;0,1693989
313;0,78056586;0,026735365;0,15746541;0,3409091;0,45091152;0,5508021;0,36363637;0,34920636;0,52459013
314;0,74358976;0,18254282;0,1563518;0,18181819;0,4649682;0,8342246;0,25369978;0,17460318;0,3387978
315;0,8769339;0,08984148;0,04397394;0,17045455;0,49044585;0,8395722;0,111627914;0,15873016;0,1693989
316;0,86909014;0,138299;0,08794788;0,13636364;0,50318474;0,8449198;0,24806203;0,0952381;0,16393442
317;0,9506654;0,068772994;0,027687298;0,14772727;0,67197454;0,80213904;0,10335918;0,14285715;0,07650273
318;0,69809586;0,2647099;0,22801302;0,125;0,6751592;0,85026735;0,30232558;0,12698413;0,21857923
319;0,8753651;0,099849015;0,045602605;0,11363637;0,47770703;0,8663102;0,0;0,07936508;0,2568306
320;0,93340904;0,065086015;0,026058633;0,13636364;0,40764332;0,85026735;0,0;0,06349207;0,15846995
321;0,8110462;0,057712045;0,0504886;0,19318181;0,13694268;0,79679143;0,015503877;0,0952381;0,37704918
322;0,8941902;0,08878806;0,0504886;0,18181819;0,50318474;0,80748665;0,13023256;0,15873016;0,21857923
323;0,82987124;0,14198598;0,13843648;0,14772727;0,20382166;0,88235295;0,0;0,031746034;0,15300547
324;0,8260678;0,03734464;0,1679631;0,3181818;0,571711;0,54010695;0,65961945;0,34920636;0,26229507
325;0,86909014;0,09510861;0,04071661;0,13636364;0,59872615;0,82887703;0,34108528;0,14285715;0,30054644
326;0,8596777;0,07404013;0,045602605;0,1590909;0,38535035;0,7914438;0,26578075;0,11111111;0,37704918
327;0,82045877;0,07140656;0,02931596;0,20454545;0,28980893;0,8128342;0,36363637;0,17460318;0,5300546
328;0,83614624;0,10300928;0,052117266;0,17045455;0,3184713;0,8181818;0,27906978;0,15873016;0,27322406
329;0,9036028;0,12934488;0,07491857;0,18181819;0,80891716;0,80213904;0,4717608;0,22222222;0,043715846
330;0,8157524;0,13724558;0,0781759;0,1590909;0,69108284;0,8342246;0,37209302;0,17460318;0,32786885
331;0,85654;0,07193327;0,057003256;0,18181819;0,48726118;0,7433155;0,13953489;0,15873016;0,33333334
332;0,8894839;0,09405517;0,04071661;0,20454545;0,62420386;0,78074867;0,5980066;0,22222222;0,20765027
333;0,90203404;0,07614696;0,026058633;0,17045455;0,36305737;0,8235294;0,11627907;0,12698413;0,21311475
334;0,47847015;0,31896126;0,29967427;0,19318181;0,6082803;0,8395722;0,32200357;0,20634921;0,78142077
335;0,778038;0,030979076;0,14959215;0,3068182;0,522293;0,5721925;0,4;0,31746033;0,5464481
336;0,78435767;0,030554703;0,15877762;0,2840909;0,5991654;0,5721925;0,36230108;0,3015873;0,5027322
337;0,9344369;0,09738345;0,04254184;0,17045455;0,8116865;0,79679143;0,21466905;0,20634921;0,043715846
338;0,94672996;0,11022433;0,035451535;0,045454547;0,91692054;0,93582886;0,31007752;0,04761905;0,010928961
339;0,9262415;0,10930713;0,046796024;0,14772727;0,9556909;0,85026735;0,1431127;0,20634921;0,043715846
340;0,9139484;0,0868356;0,014180613;0,10227273;0,7618388;0,86096257;0,13289037;0,11111111;0,22404371
341;0,93716866;0,107931316;0,039705716;0,07954545;0,97230685;0,93048126;0,13289037;0,11111111;0,027322404
342;0,93716866;0,09692486;0,022688981;0,06818182;0,9556909;0,9037433;0,31007752;0,0952381;0,08196721
343;0,96858436;0,058402214;0,018434798;0,09090909;0,7673775;0,79679143;0,18604651;0,07936508;0,10382514
344;0,92487556;0,09142163;0,022688981;0,11363637;0,9335364;0,8716577;0,18604651;0,15873016;0,1420765
345;0,905753;0,11068294;0,043959904;0,10227273;0,90584326;0,8930481;0,10335918;0,14285715;0,114754096
346;0,9439981;0,09967646;0,029779289;0,11363637;0,9667682;0,88235295;0,18604651;0,15873016;0,032786883
347;0,79573315;0,060685042;0,1679631;0,3409091;0,6376016;0,6096257;0,47627905;0,3968254;0,30601093
348;0,9262415;0,09830067;0,04112378;0,13636364;0,92799777;0,8663102;0,07751938;0,1904762;0,04918033
349;0,9439981;0,10426249;0,04254184;0,09090909;0,90584326;0,8983957;0,13289037;0,11111111;0,0
350;0,9207779;0,10930713;0,04254184;0,125;0,9335364;0,86096257;0,0845666;0,17460318;0,07650273
351;0,9344369;0,102428086;0,036869597;0,10227273;0,96122956;0,88235295;0,10335918;0,14285715;0,04918033
352;0,9508276;0,069408685;0,035451535;0,13636364;0,6676821;0,8128342;0,11627907;0,12698413;0,08743169
353;0,93853456;0,102428086;0,024107043;0,03409091;0,9667682;0,9465241;0,0;0,04761905;0,08743169
354;0,94536406;0,10655551;0,034033474;0,03409091;0,98338413;0,95187163;0,31007752;0,04761905;0,016393442
355;0,9125825;0,10151089;0,028361226;0,09090909;0,85045695;0,88770056;0,13289037;0,11111111;0,15300547
356;0,9016554;0,107931316;0,04112378;0,14772727;0,91692054;0,8181818;0,21466905;0,20634921;0,15846995
357;0,95355946;0,09830067;0,026943164;0,056818184;0,9889227;0,95187163;0,18604651;0,07936508;0,010928961
358;0,76539856;0,053895105;0,1679631;0,3409091;0,7419284;0,53475934;0,58318424;0,41269842;0,45901638
359;0,9549254;0,1074727;0,025525102;0,011363637;0,9224591;0,973262;0,0;0,0;0,010928961
360;0,95355946;0,07766354;0,012762551;0,07954545;0,7230684;0,8663102;0,31007752;0,04761905;0,12568305
361;0,9576571;0,067574285;0,012762551;0,09090909;0,684298;0,8342246;0,0;0,06349207;0,13114753
362;0,90985066;0,107931316;0,05246827;0,20454545;0,9335364;0,77005345;0,20671836;0,2857143;0,06557377
363;0,9412664;0,09830067;0,015598675;0,03409091;0,97230685;0,95721924;0,0;0,04761905;0,10382514
364;0,9426322;0,10701412;0,032615412;0,06818182;0,9003046;0,9251337;0,18604651;0,07936508;0,043715846
365;0,9426322;0,11756199;0,04254184;0,03409091;1,0;0,98930484;0,0;0,04761905;0,0
366;0,9494617;0,09554905;0,036869597;0,11363637;0,8338411;0,87700534;0,11627907;0,12698413;0,021857923
367;0,9412664;0,09554905;0,022688981;0,125;0,93907505;0,82887703;0,25369978;0,17460318;0,07103825
368;0,96858436;0,08362536;0,018434798;0,03409091;0,7230684;0,9197861;0,0;0,0;0,043715846
369;0,7906775;0,02715974;0,14696772;0,3181818;0,59367454;0,56149733;0,6553911;0,34920636;0,5027322
370;0,8743374;0,1056383;0,039705716;0,09090909;0,85045695;0,9144385;0,13289037;0,11111111;0,27868852
371;0,92487556;0,11389316;0,038287655;0,07954545;0,87261146;0,88235295;0,31007752;0,0952381;0,07650273
372;0,9358027;0,10930713;0,04112378;0,07954545;0,97230685;0,9197861;0,13289037;0,11111111;0,027322404
373;0,919412;0,107931316;0,038287655;0,10227273;0,9335364;0,8716577;0,10335918;0,14285715;0,08743169
374;0,93170506;0,102428086;0,04254184;0,13636364;0,96122956;0,8395722;0,15503876;0,1904762;0,038251366
375;0,9207779;0,12581682;0,058140516;0,045454547;0,9446137;0,96791446;0,0;0,06349207;0,0
376;0,95355946;0,1047211;0,029779289;0,03409091;0,90584326;0,93582886;0,0;0,031746034;0,0
377;0,9289733;0,10105228;0,025525102;0,03409091;0,8781501;0,96791446;0,0;0,031746034;0,13114753
378;0,93307096;0,10288668;0,03119735;0,07954545;0,86153424;0,90909094;0,0;0,0952381;0,06557377
379;0,91804606;0,08179096;0,009926429;0,056818184;0,71199113;0,8983957;0,0;0,031746034;0,2513661
380;0,8096366;0,03225219;0,16140205;0,3409091;0,5085658;0,54545456;0,47724977;0,36507937;0,36065573
381;0,91668016;0,102428086;0,034033474;0,06818182;0,87261146;0,9144385;0,18604651;0,07936508;0,12568305
382;0,9344369;0,10930713;0,04112378;0,09090909;0,96122956;0,8983957;0,11627907;0,12698413;0,032786883
383;0,9562912;0,102428086;0,022688981;0,056818184;0,9778455;0,9144385;0,18604651;0,07936508;0,010928961
384;0,8948259;0,10517969;0,039705716;0,13636364;0,9003046;0,86096257;0,15503876;0,1904762;0,19125684
385;0,9139484;0,10105228;0,025525102;0,10227273;0,93907505;0,8716577;0,10335918;0,14285715;0,17486338
386;0,9289733;0,107931316;0,04254184;0,11363637;0,9556909;0,8930481;0,18604651;0,15873016;0,038251366
387;0,93033916;0,07628773;0,018434798;0,03409091;0,7784547;0,8983957;0,0;0,015873017;0,20765027
388;0,9439981;0,09967646;0,017016737;0,0;0,97230685;0,9786096;0,0;0,0;0,09289618
389;0,9508276;0,07537053;0,017016737;0,022727273;0,8116865;0,93582886;0,0;0,0;0,13114753
390;0,9631207;0,09830067;0,02127092;0,03409091;1,0;0,95721924;0,31007752;0,04761905;0,0
391;0,7906775;0,024189139;0,15221655;0,29545453;0,64858335;0,56149733;0,48283502;0,33333334;0,5027322
392;0,9084849;0,09967646;0,036869597;0,10227273;0,8116865;0,8930481;0,11627907;0,12698413;0,1420765
393;0,91121656;0,09279742;0,024107043;0,09090909;0,75076157;0,88235295;0,15503876;0,0952381;0,2021858
394;0,9426322;0,10196947;0,032615412;0,09090909;0,8892274;0,8930481;0,13289037;0,11111111;0,021857923
395;0,93990046;0,1056383;0,039705716;0,11363637;0,8283024;0,8663102;0,11627907;0,12698413;0,027322404
396;0,93033916;0,06436405;0,015598675;0,09090909;0,7064525;0,8395722;0,18604651;0,07936508;0,23497267
397;0,89619166;0,09417323;0,014180613;0,03409091;0,9003046;0,9411765;0,0;0,04761905;0,27868852
398;0,93716866;0,08270816;0,026943164;0,09090909;0,7784547;0,8449198;0,18604651;0,07936508;0,13661203
399;0,9262415;0,058402214;0,0;0,03409091;0,7009139;0,8716577;0,0;0,0;0,32786885
400;0,88253266;0,11481036;0,043959904;0,09090909;0,83937967;0,9144385;0,11627907;0,12698413;0,21311475
